picture_name,text_true,text_pred,levenshtein_ratio,char_precision,char_recall,char_f1
plate_00808.jpg,046TS,"104,""",0.4,0.4,0.4,0.4000000000000001
plate_01433.jpg,912FB,8912-F.,0.6666666666666666,0.5714285714285714,0.8,0.6666666666666666
plate_01063.jpg,044FF,104.14FF.,0.7142857142857143,0.6,1.0,0.7499999999999999
plate_01576.jpg,M496T,"""M.4961.",0.6153846153846154,0.5714285714285714,0.8,0.6666666666666666
plate_00263.jpg,155DW,ITIS5000,0.15384615384615385,0.2,0.25,0.22222222222222224
plate_00799.jpg,871MC,4871.MC.,0.7692307692307693,0.7142857142857143,1.0,0.8333333333333333
plate_01921.jpg,401DW,4401DW.,0.8333333333333334,0.8333333333333334,1.0,0.9090909090909091
plate_00326.jpg,077KS,SPOKENLY,0.15384615384615385,0.25,0.5,0.3333333333333333
plate_01864.jpg,237TF,THEBESWORTH,0.125,0.125,0.2,0.15384615384615385
plate_00776.jpg,300VP,"13,300VP.",0.7142857142857143,0.5714285714285714,1.0,0.7272727272727273
plate_01425.jpg,237KS,123711KSI,0.7142857142857143,0.7142857142857143,1.0,0.8333333333333333
plate_01560.jpg,710WG,17TOPPING,0.2857142857142857,0.375,0.6,0.4615384615384615
plate_00166.jpg,470KV,AUTHORITYTO,0.0,0.0,0.0,0.0
plate_01720.jpg,545JX,M552515JUN,0.4,0.2857142857142857,0.5,0.36363636363636365
plate_01665.jpg,048PJ,PROCESSFULEQUIPMENT,0.08333333333333333,0.07142857142857142,0.2,0.10526315789473682
plate_00218.jpg,344RY,U.34.,0.4,0.5,0.5,0.5
plate_00577.jpg,379LM,B379(M.,0.6666666666666666,0.5714285714285714,0.8,0.6666666666666666
plate_01736.jpg,729JM,0729.,0.6,0.6,0.6,0.6
plate_00961.jpg,908LM,DISCUSSIONS,0.0,0.0,0.0,0.0
plate_01809.jpg,308LP,W308LP.,0.8333333333333334,0.7142857142857143,1.0,0.8333333333333333
plate_00873.jpg,448XT,14148.,0.5454545454545454,0.5,0.5,0.5
plate_01761.jpg,220DP,G.1220DPL,0.7142857142857143,0.5,1.0,0.6666666666666666
plate_00035.jpg,727PP,1879LXXIII,0.13333333333333333,0.14285714285714285,0.3333333333333333,0.2
plate_00936.jpg,698MM,1698MM.,0.8333333333333334,0.6666666666666666,1.0,0.8
plate_00384.jpg,524YR,3524YR.,0.8333333333333334,0.7142857142857143,1.0,0.8333333333333333
plate_01595.jpg,220DP,CORRECTS,0.0,0.0,0.0,0.0
plate_01829.jpg,220HH,8.1214.,0.16666666666666666,0.2,0.3333333333333333,0.25
plate_01653.jpg,373TD,1973.RD,0.5,0.42857142857142855,0.75,0.5454545454545454
plate_00804.jpg,737RW,073177RW.,0.7142857142857143,0.5714285714285714,1.0,0.7272727272727273
plate_00296.jpg,228DN,12280N.,0.6666666666666666,0.5,0.75,0.6
plate_01487.jpg,544PT,1954-,0.4,0.4,0.5,0.4444444444444445
plate_00445.jpg,686HF,"1886""",0.4,0.5,0.5,0.5
plate_00015.jpg,473BW,42,0.2857142857142857,0.5,0.2,0.28571428571428575
plate_01242.jpg,988HG,"1988""ENG.",0.5714285714285714,0.375,0.75,0.5
plate_01307.jpg,179KS,MYRIGHTS.,0.14285714285714285,0.1111111111111111,0.2,0.14285714285714285
plate_00668.jpg,211CS,IL2115CS.,0.7142857142857143,0.5,1.0,0.6666666666666666
plate_01215.jpg,828GZ,82862.,0.5454545454545454,0.5,0.5,0.5
plate_01844.jpg,449GW,1.4.,0.2222222222222222,0.3333333333333333,0.25,0.28571428571428575
plate_00756.jpg,330FM,330TH.,0.5454545454545454,0.4,0.5,0.4444444444444445
plate_01517.jpg,499RK,4979.,0.6,0.5,0.5,0.5
plate_00886.jpg,889KW,"""1889KW.",0.7692307692307693,0.5714285714285714,1.0,0.7272727272727273
plate_00644.jpg,M252Y,180330,0.0,0.0,0.0,0.0
plate_00994.jpg,110CT,MAJOR,0.0,0.0,0.0,0.0
plate_01669.jpg,826BW,18216BILLS.,0.5,0.4444444444444444,0.8,0.5714285714285714
plate_00717.jpg,638SN,"""638.SN.",0.7692307692307693,0.7142857142857143,1.0,0.8333333333333333
plate_01043.jpg,399DV,-3997TH,0.5,0.3333333333333333,0.5,0.4
plate_01151.jpg,885VV,#8805,0.6,0.5,0.6666666666666666,0.5714285714285715
plate_00310.jpg,554CC,"195541,",0.5,0.4,0.6666666666666666,0.5
plate_01782.jpg,148LN,MY-18.,0.36363636363636365,0.3333333333333333,0.4,0.3636363636363636
plate_00039.jpg,733JW,0733.W.,0.6666666666666666,0.6,0.75,0.6666666666666665
plate_01629.jpg,905HX,TOOTHER,0.16666666666666666,0.2,0.2,0.20000000000000004
plate_01783.jpg,981CN,ASSITION.,0.14285714285714285,0.14285714285714285,0.2,0.16666666666666666
plate_00038.jpg,678DP,TG78.DP.,0.6153846153846154,0.5714285714285714,0.8,0.6666666666666666
plate_01150.jpg,374SY,USZICALLY,0.2857142857142857,0.25,0.4,0.3076923076923077
plate_01500.jpg,449XX,WITSILVER.,0.0,0.0,0.0,0.0
plate_00311.jpg,767BW,MITZ67-BW.,0.5333333333333333,0.4,1.0,0.5714285714285715
plate_01445.jpg,885DC,18785DC.,0.7692307692307693,0.5714285714285714,1.0,0.7272727272727273
plate_01384.jpg,396GJ,LIGHTINGIN,0.13333333333333333,0.16666666666666666,0.2,0.1818181818181818
plate_00716.jpg,638SN,MILLS381IN.,0.375,0.4444444444444444,0.8,0.5714285714285714
plate_01941.jpg,M175Y,M.175-25,0.6153846153846154,0.5714285714285714,0.8,0.6666666666666666
plate_01687.jpg,700VJ,EXPOSITION,0.0,0.0,0.0,0.0
plate_00215.jpg,344RY,195556,0.0,0.0,0.0,0.0
plate_01404.jpg,598GC,1598BC.,0.6666666666666666,0.5714285714285714,0.8,0.6666666666666666
plate_01146.jpg,510JK,25.15.15.15.15.,0.2,0.5,0.4,0.4444444444444445
