picture_name,text_true,Unnamed: 0,text_pred,levenshtein_ratio,char_precision,char_recall,char_f1
plate_00808.jpg,046TS,259,046TS,1.0,1.0,1.0,1.0
plate_01433.jpg,912FB,193,912LFB,0.9090909090909091,0.8333333333333334,1.0,0.9090909090909091
plate_01063.jpg,044FF,9,044FF,1.0,1.0,1.0,1.0
plate_01576.jpg,M496T,294,M496,0.8888888888888888,1.0,0.8,0.888888888888889
plate_00263.jpg,155DW,14,155DW,1.0,1.0,1.0,1.0
plate_00799.jpg,871MC,21,8MCE39116150.47,0.3,0.38461538461538464,1.0,0.5555555555555556
plate_01921.jpg,401DW,331,401DW,1.0,1.0,1.0,1.0
plate_00326.jpg,077KS,119,077KS,1.0,1.0,1.0,1.0
plate_01864.jpg,237TF,371,237TF,1.0,1.0,1.0,1.0
plate_00776.jpg,300VP,5,VP31100,0.5,0.8,1.0,0.888888888888889
plate_01425.jpg,237KS,312,KS237,0.6,1.0,1.0,1.0
plate_01560.jpg,710WG,364,WG710,0.6,1.0,1.0,1.0
plate_00166.jpg,470KV,152,470KV,1.0,1.0,1.0,1.0
plate_01720.jpg,545JX,356,545X,0.8888888888888888,1.0,0.75,0.8571428571428571
plate_01665.jpg,048PJ,225,,0.0,0.0,0.0,0.0
plate_00218.jpg,344RY,94,344RY,1.0,1.0,1.0,1.0
plate_00577.jpg,379LM,314,379LMOPELSA,0.625,0.5,1.0,0.6666666666666666
plate_01736.jpg,729JM,236,729JM,1.0,1.0,1.0,1.0
plate_00961.jpg,908LM,129,908LM,1.0,1.0,1.0,1.0
plate_01809.jpg,308LP,133,3108LP,0.9090909090909091,0.8333333333333334,1.0,0.9090909090909091
plate_00873.jpg,448XT,204,448XT,1.0,1.0,1.0,1.0
plate_01761.jpg,220DP,373,220DP,1.0,1.0,1.0,1.0
plate_00035.jpg,727PP,155,879KX,0.2,0.2,0.3333333333333333,0.25
plate_00936.jpg,698MM,114,698MM,1.0,1.0,1.0,1.0
plate_00384.jpg,524YR,121,YR524E,0.5454545454545454,0.8333333333333334,1.0,0.9090909090909091
plate_01595.jpg,220DP,301,,0.0,0.0,0.0,0.0
plate_01829.jpg,220HH,320,214LYY,0.18181818181818182,0.2,0.3333333333333333,0.25
plate_01653.jpg,373TD,68,TD373,0.6,1.0,1.0,1.0
plate_00804.jpg,737RW,26,737RW,1.0,1.0,1.0,1.0
plate_00296.jpg,228DN,92,228DN,1.0,1.0,1.0,1.0
plate_01487.jpg,544PT,283,LPT544,0.5454545454545454,0.8,1.0,0.888888888888889
plate_00445.jpg,686HF,32,HF686,0.6,1.0,1.0,1.0
plate_00015.jpg,473BW,57,4738W,0.8,0.8,0.8,0.8000000000000002
plate_01242.jpg,988HG,280,HG988,0.6,1.0,1.0,1.0
plate_01307.jpg,179KS,241,179KS,1.0,1.0,1.0,1.0
plate_00668.jpg,211CS,85,21CS,0.8888888888888888,1.0,1.0,1.0
plate_01215.jpg,828GZ,168,28GZ,0.8888888888888888,1.0,1.0,1.0
plate_01844.jpg,449GW,281,9GW44,0.6,1.0,1.0,1.0
plate_00756.jpg,330FM,102,330,0.75,1.0,0.5,0.6666666666666666
plate_01517.jpg,499RK,338,499RK,1.0,1.0,1.0,1.0
plate_00886.jpg,889KW,127,89KW8,0.8,1.0,1.0,1.0
plate_00644.jpg,M252Y,66,BC036,0.0,0.0,0.0,0.0
plate_00994.jpg,110CT,144,11OCT,0.8,0.75,0.75,0.75
plate_01669.jpg,826BW,278,BH826,0.6,0.8,0.8,0.8000000000000002
plate_00717.jpg,638SN,8,SN638,0.6,1.0,1.0,1.0
plate_01043.jpg,399DV,20,399,0.75,1.0,0.5,0.6666666666666666
plate_01151.jpg,885VV,209,VV885F,0.5454545454545454,0.75,1.0,0.8571428571428571
plate_00310.jpg,554CC,31,554CC,1.0,1.0,1.0,1.0
plate_01782.jpg,148LN,363,1L8LN,0.8,1.0,0.8,0.888888888888889
plate_00039.jpg,733JW,148,LJW733E,0.5,0.6666666666666666,1.0,0.8
plate_01629.jpg,905HX,13,ON005,0.4,0.5,0.4,0.4444444444444445
plate_01783.jpg,981CN,255,981CN,1.0,1.0,1.0,1.0
plate_00038.jpg,678DP,379,DP678EEUROTOLEDOKM.925354910JEEP,0.2702702702702703,0.22727272727272727,1.0,0.37037037037037035
plate_01150.jpg,374SY,109,374SY,1.0,1.0,1.0,1.0
plate_01500.jpg,449XX,174,118LN,0.0,0.0,0.0,0.0
plate_00311.jpg,767BW,317,767BW,1.0,1.0,1.0,1.0
plate_01445.jpg,885DC,63,885DC,1.0,1.0,1.0,1.0
plate_01384.jpg,396GJ,355,396GJ,1.0,1.0,1.0,1.0
plate_00716.jpg,638SN,336,SN638,0.6,1.0,1.0,1.0
plate_01941.jpg,M175Y,196,M-175-Y,0.8333333333333334,0.8333333333333334,1.0,0.9090909090909091
plate_01687.jpg,700VJ,7,700VJ,1.0,1.0,1.0,1.0
plate_00215.jpg,344RY,24,344RY,1.0,1.0,1.0,1.0
plate_01404.jpg,598GC,305,8GC59,0.6,1.0,1.0,1.0
plate_01146.jpg,510JK,83,10JK5E,0.7272727272727273,0.8333333333333334,1.0,0.9090909090909091
plate_01003.jpg,333HR,279,333HR,1.0,1.0,1.0,1.0
plate_00405.jpg,606WZ,362,WZA606,0.5454545454545454,0.8,1.0,0.888888888888889
plate_01214.jpg,229LR,299,LR229,0.6,1.0,1.0,1.0
plate_00813.jpg,062CZ,249,062CZ,1.0,1.0,1.0,1.0
plate_01582.jpg,678TP,161,TP678,0.6,1.0,1.0,1.0
plate_00669.jpg,499NV,58,NV,0.5714285714285714,1.0,0.5,0.6666666666666666
plate_00393.jpg,R366BD,340,SOR,0.2222222222222222,0.3333333333333333,0.2,0.25
plate_00901.jpg,865NN,54,TS949,0.0,0.0,0.0,0.0
plate_00844.jpg,233HX,335,233HX,1.0,1.0,1.0,1.0
plate_01306.jpg,045XY,108,045XY,1.0,1.0,1.0,1.0
plate_00014.jpg,076YR,298,076,0.75,1.0,0.6,0.7499999999999999
plate_01740.jpg,204SV,205,204SV,1.0,1.0,1.0,1.0
plate_00151.jpg,538FG,374,538FFOVASA.COM,0.42105263157894735,0.36363636363636365,0.8,0.5000000000000001
plate_01039.jpg,818LX,329,818LXE,0.9090909090909091,0.8,1.0,0.888888888888889
plate_01275.jpg,644MH,228,MH644,0.6,1.0,1.0,1.0
plate_00560.jpg,636NT,23,059BF,0.0,0.0,0.0,0.0
plate_00075.jpg,M710P,344,766FN,0.2,0.25,0.2,0.22222222222222224
plate_01234.jpg,142KY,53,KY1:42,0.5454545454545454,0.8333333333333334,1.0,0.9090909090909091
plate_00976.jpg,096NJ,37,096NJE,0.9090909090909091,0.8333333333333334,1.0,0.9090909090909091
plate_01849.jpg,046MT,318,MT604,0.4,1.0,1.0,1.0
plate_00022.jpg,444PC,369,444PC,1.0,1.0,1.0,1.0
plate_00188.jpg,814GY,156,814G,0.8888888888888888,1.0,0.8,0.888888888888889
plate_01424.jpg,721LV,33,1LV72,0.6,1.0,1.0,1.0
plate_01832.jpg,736HH,12,86HH73,0.5454545454545454,0.8,1.0,0.888888888888889
plate_01648.jpg,576BY,180,BY576,0.6,1.0,1.0,1.0
plate_00798.jpg,211NG,287,211NG,1.0,1.0,1.0,1.0
plate_00327.jpg,064GS,272,064GS,1.0,1.0,1.0,1.0
plate_01865.jpg,213NY,286,213TNY,0.9090909090909091,0.8333333333333334,1.0,0.9090909090909091
plate_00848.jpg,439FR,268,FR439,0.6,1.0,1.0,1.0
plate_01465.jpg,SG188,207,SG188,1.0,1.0,1.0,1.0
plate_01170.jpg,313WR,376,313WR,1.0,1.0,1.0,1.0
plate_01598.jpg,975PV,273,PV975,0.6,1.0,1.0,1.0
plate_00223.jpg,769CS,184,CS769,0.6,1.0,1.0,1.0
plate_01127.jpg,422TV,172,2TV42,0.6,1.0,1.0,1.0
