picture_name,text_true,Unnamed: 0,text_pred,levenshtein_ratio,char_precision,char_recall,char_f1
plate_00808.jpg,046TS,259,046TS,1.0,1.0,1.0,1.0
plate_01433.jpg,912FB,193,,0.0,0.0,0.0,0.0
plate_01063.jpg,044FF,9,,0.0,0.0,0.0,0.0
plate_01576.jpg,M496T,294,M,0.3333333333333333,1.0,0.2,0.33333333333333337
plate_00263.jpg,155DW,14,,0.0,0.0,0.0,0.0
plate_00799.jpg,871MC,21,871,0.75,1.0,0.6,0.7499999999999999
plate_01921.jpg,401DW,331,401DW,1.0,1.0,1.0,1.0
plate_00326.jpg,077KS,119,17,0.2857142857142857,0.5,0.25,0.3333333333333333
plate_01864.jpg,237TF,371,237,0.75,1.0,0.6,0.7499999999999999
plate_00776.jpg,300VP,5,VP,0.5714285714285714,1.0,0.5,0.6666666666666666
plate_01425.jpg,237KS,312,KSL2370,0.5,0.7142857142857143,1.0,0.8333333333333333
plate_01560.jpg,710WG,364,7T00,0.4444444444444444,0.6666666666666666,0.4,0.5
plate_00166.jpg,470KV,152,,0.0,0.0,0.0,0.0
plate_01720.jpg,545JX,356,JX,0.5714285714285714,1.0,0.5,0.6666666666666666
plate_01665.jpg,048PJ,225,,0.0,0.0,0.0,0.0
plate_00218.jpg,344RY,94,,0.0,0.0,0.0,0.0
plate_00577.jpg,379LM,314,379LM6,0.9090909090909091,0.8333333333333334,1.0,0.9090909090909091
plate_01736.jpg,729JM,236,,0.0,0.0,0.0,0.0
plate_00961.jpg,908LM,129,,0.0,0.0,0.0,0.0
plate_01809.jpg,308LP,133,,0.0,0.0,0.0,0.0
plate_00873.jpg,448XT,204,L8LXT,0.6,0.75,0.75,0.75
plate_01761.jpg,220DP,373,0220,0.6666666666666666,1.0,0.5,0.6666666666666666
plate_00035.jpg,727PP,155,,0.0,0.0,0.0,0.0
plate_00936.jpg,698MM,114,6918MM,0.9090909090909091,0.8,1.0,0.888888888888889
plate_00384.jpg,524YR,121,524YR,1.0,1.0,1.0,1.0
plate_01595.jpg,220DP,301,,0.0,0.0,0.0,0.0
plate_01829.jpg,220HH,320,,0.0,0.0,0.0,0.0
plate_01653.jpg,373TD,68,,0.0,0.0,0.0,0.0
plate_00804.jpg,737RW,26,,0.0,0.0,0.0,0.0
plate_00296.jpg,228DN,92,,0.0,0.0,0.0,0.0
plate_01487.jpg,544PT,283,EPT,0.5,0.6666666666666666,0.5,0.5714285714285715
plate_00445.jpg,686HF,32,HF,0.5714285714285714,1.0,0.5,0.6666666666666666
plate_00015.jpg,473BW,57,,0.0,0.0,0.0,0.0
plate_01242.jpg,988HG,280,988HG,1.0,1.0,1.0,1.0
plate_01307.jpg,179KS,241,,0.0,0.0,0.0,0.0
plate_00668.jpg,211CS,85,0210CS,0.7272727272727273,0.8,1.0,0.888888888888889
plate_01215.jpg,828GZ,168,,0.0,0.0,0.0,0.0
plate_01844.jpg,449GW,281,,0.0,0.0,0.0,0.0
plate_00756.jpg,330FM,102,,0.0,0.0,0.0,0.0
plate_01517.jpg,499RK,338,RK,0.5714285714285714,1.0,0.5,0.6666666666666666
plate_00886.jpg,889KW,127,,0.0,0.0,0.0,0.0
plate_00644.jpg,M252Y,66,BC,0.0,0.0,0.0,0.0
plate_00994.jpg,110CT,144,,0.0,0.0,0.0,0.0
plate_01669.jpg,826BW,278,BL8206,0.5454545454545454,0.6666666666666666,0.8,0.7272727272727272
plate_00717.jpg,638SN,8,638SN,1.0,1.0,1.0,1.0
plate_01043.jpg,399DV,20,399,0.75,1.0,0.5,0.6666666666666666
plate_01151.jpg,885VV,209,VV,0.5714285714285714,1.0,0.3333333333333333,0.5
plate_00310.jpg,554CC,31,,0.0,0.0,0.0,0.0
plate_01782.jpg,148LN,363,,0.0,0.0,0.0,0.0
plate_00039.jpg,733JW,148,JHE7331,0.5,0.5,0.75,0.6
plate_01629.jpg,905HX,13,DN,0.0,0.0,0.0,0.0
plate_01783.jpg,981CN,255,9,0.3333333333333333,1.0,0.2,0.33333333333333337
plate_00038.jpg,678DP,379,678JECP1354910EUROTOLEDO,0.27586206896551724,0.2631578947368421,1.0,0.4166666666666667
