picture_name,text_true,Unnamed: 0,text_pred,levenshtein_ratio,char_precision,char_recall,char_f1
plate_00808.jpg,046TS,250,046TS,1.0,1.0,1.0,1.0
plate_01433.jpg,912FB,188,FB9121,0.5454545454545454,1.0,1.0,1.0
plate_01063.jpg,044FF,8,FEOZ4,0.2,0.4,0.6666666666666666,0.5
plate_01576.jpg,M496T,283,T196M,0.4,0.8,0.8,0.8000000000000002
plate_00263.jpg,155DW,13,LDW155,0.5454545454545454,0.8,1.0,0.888888888888889
plate_00799.jpg,871MC,20,MC87EGAAAEISFCA,0.3,0.4,0.8,0.5333333333333333
plate_01921.jpg,401DW,317,401DWE,0.9090909090909091,0.8333333333333334,1.0,0.9090909090909091
plate_00326.jpg,077KS,117,DTILKS,0.36363636363636365,0.3333333333333333,0.5,0.4
plate_01864.jpg,237TF,354,ZZLTE,0.2,0.25,0.2,0.22222222222222224
plate_01425.jpg,237KS,299,KS237S,0.7272727272727273,1.0,1.0,1.0
plate_01560.jpg,710WG,348,WG7T0,0.4,0.8,0.8,0.8000000000000002
plate_00166.jpg,470KV,149,KN1170,0.36363636363636365,0.6,0.6,0.6
plate_01720.jpg,545JX,340,JLIX5415,0.46153846153846156,0.5714285714285714,1.0,0.7272727272727273
plate_01665.jpg,048PJ,219,PUOSE,0.2,0.2,0.2,0.20000000000000004
plate_00218.jpg,344RY,92,RY3L4,0.4,0.8,1.0,0.888888888888889
plate_00577.jpg,379LM,301,379SLIMOPELSCE,0.5263157894736842,0.45454545454545453,1.0,0.625
plate_01736.jpg,729JM,228,JM729,0.6,1.0,1.0,1.0
plate_00961.jpg,908LM,127,,0.0,0.0,0.0,0.0
plate_01809.jpg,308LP,131,3L08LPL,0.8333333333333334,1.0,1.0,1.0
plate_00873.jpg,448XT,197,L8AXT,0.6,0.6,0.75,0.6666666666666665
plate_01761.jpg,220DP,356,DP220S,0.5454545454545454,0.8,1.0,0.888888888888889
plate_00035.jpg,727PP,152,KX879,0.2,0.2,0.3333333333333333,0.25
plate_00936.jpg,698MM,112,D69MM8,0.7272727272727273,0.8,1.0,0.888888888888889
plate_00384.jpg,524YR,119,YR52LE,0.36363636363636365,0.6666666666666666,0.8,0.7272727272727272
plate_01829.jpg,220HH,307,ZLYY21,0.18181818181818182,0.2,0.3333333333333333,0.25
plate_01653.jpg,373TD,66,TD373,0.6,1.0,1.0,1.0
plate_00804.jpg,737RW,25,Z73RWE,0.7272727272727273,0.6666666666666666,1.0,0.8
plate_00296.jpg,228DN,90,2128ON,0.7272727272727273,0.6,0.75,0.6666666666666665
plate_01487.jpg,544PT,273,EPTISZL,0.3333333333333333,0.2857142857142857,0.5,0.36363636363636365
plate_00445.jpg,686HF,31,HE666,0.4,0.6666666666666666,0.5,0.5714285714285715
plate_00015.jpg,473BW,56,TSES,0.0,0.0,0.0,0.0
plate_01242.jpg,988HG,270,HG988,0.6,1.0,1.0,1.0
plate_01307.jpg,179KS,233,56CR6,0.0,0.0,0.0,0.0
plate_00668.jpg,211CS,84,21TCSE,0.7272727272727273,0.6666666666666666,1.0,0.8
plate_01215.jpg,828GZ,165,SGZ8128,0.5,0.6666666666666666,1.0,0.8
plate_01844.jpg,449GW,271,GMAZ19,0.18181818181818182,0.3333333333333333,0.5,0.4
plate_00756.jpg,330FM,100,SE,0.0,0.0,0.0,0.0
plate_01517.jpg,499RK,323,RKAGLG,0.36363636363636365,0.4,0.5,0.4444444444444445
plate_00886.jpg,889KW,125,WK898,0.4,1.0,1.0,1.0
plate_00644.jpg,M252Y,64,BC03C,0.0,0.0,0.0,0.0
plate_00994.jpg,110CT,141,CTOY,0.4444444444444444,0.5,0.5,0.5
plate_01669.jpg,826BW,269,BN8216,0.5454545454545454,0.6666666666666666,0.8,0.7272727272727272
plate_00717.jpg,638SN,7,SN638,0.6,1.0,1.0,1.0
plate_01043.jpg,399DV,19,D399E,0.6,0.75,0.75,0.75
plate_01151.jpg,885VV,202,VV8615,0.36363636363636365,0.6,1.0,0.7499999999999999
plate_00310.jpg,554CC,30,SSACC,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333
plate_01782.jpg,148LN,347,LAELN,0.4,0.5,0.4,0.4444444444444445
plate_00039.jpg,733JW,145,JH733EL,0.5,0.5,0.75,0.6
plate_01629.jpg,905HX,12,DN005,0.4,0.5,0.4,0.4444444444444445
plate_01783.jpg,981CN,246,CN98,0.4444444444444444,1.0,0.8,0.888888888888889
plate_00038.jpg,678DP,362,DP678D10E854N5YMOEUROTOLEDOAO,0.23529411764705882,0.2631578947368421,1.0,0.4166666666666667
plate_01150.jpg,374SY,107,SSY,0.5,1.0,0.4,0.5714285714285715
plate_01500.jpg,449XX,171,LL9XX,0.6,0.6666666666666666,0.6666666666666666,0.6666666666666666
plate_00311.jpg,767BW,304,BW707,0.4,0.75,0.75,0.75
plate_01445.jpg,885DC,61,181L85DC,0.7692307692307693,0.6666666666666666,1.0,0.8
