picture_name,text_true,Unnamed: 0,text_pred,levenshtein_ratio,char_precision,char_recall,char_f1
plate_00808.jpg,046TS,250,046TS,1.0,1.0,1.0,1.0
plate_01433.jpg,912FB,188,912LFB,0.9090909090909091,0.8333333333333334,1.0,0.9090909090909091
plate_01063.jpg,044FF,8,044FF,1.0,1.0,1.0,1.0
plate_01576.jpg,M496T,283,TM496E,0.7272727272727273,0.8333333333333334,1.0,0.9090909090909091
plate_00263.jpg,155DW,13,155DW,1.0,1.0,1.0,1.0
plate_00799.jpg,871MC,20,MCE1161507,0.26666666666666666,0.5,0.8,0.6153846153846154
plate_01921.jpg,401DW,317,401DW,1.0,1.0,1.0,1.0
plate_00326.jpg,077KS,117,077KS,1.0,1.0,1.0,1.0
plate_01864.jpg,237TF,354,237TF,1.0,1.0,1.0,1.0
plate_01425.jpg,237KS,299,KS237,0.6,1.0,1.0,1.0
plate_01560.jpg,710WG,348,WG710,0.6,1.0,1.0,1.0
plate_00166.jpg,470KV,149,470KV,1.0,1.0,1.0,1.0
plate_01720.jpg,545JX,340,545JX,1.0,1.0,1.0,1.0
plate_01665.jpg,048PJ,219,LPJ048,0.5454545454545454,0.8333333333333334,1.0,0.9090909090909091
plate_00218.jpg,344RY,92,344RY,1.0,1.0,1.0,1.0
plate_00577.jpg,379LM,301,379LMOPELSA,0.625,0.5,1.0,0.6666666666666666
plate_01736.jpg,729JM,228,729JM,1.0,1.0,1.0,1.0
plate_00961.jpg,908LM,127,908LM,1.0,1.0,1.0,1.0
plate_01809.jpg,308LP,131,308LP,1.0,1.0,1.0,1.0
plate_00873.jpg,448XT,197,448XT,1.0,1.0,1.0,1.0
plate_01761.jpg,220DP,356,220DP,1.0,1.0,1.0,1.0
plate_00035.jpg,727PP,152,879LKX,0.18181818181818182,0.16666666666666666,0.3333333333333333,0.2222222222222222
plate_00936.jpg,698MM,112,698MM,1.0,1.0,1.0,1.0
plate_00384.jpg,524YR,119,YR524E,0.5454545454545454,0.8333333333333334,1.0,0.9090909090909091
plate_01829.jpg,220HH,307,214YY,0.2,0.25,0.3333333333333333,0.28571428571428575
plate_01653.jpg,373TD,66,373,0.75,1.0,0.5,0.6666666666666666
plate_00804.jpg,737RW,25,737RW,1.0,1.0,1.0,1.0
plate_00296.jpg,228DN,90,228DN,1.0,1.0,1.0,1.0
plate_01487.jpg,544PT,273,LPT544,0.5454545454545454,0.8,1.0,0.888888888888889
plate_00445.jpg,686HF,31,HF686,0.6,1.0,1.0,1.0
plate_00015.jpg,473BW,56,14738W,0.7272727272727273,0.6666666666666666,0.8,0.7272727272727272
plate_01242.jpg,988HG,270,HG988,0.6,1.0,1.0,1.0
plate_01307.jpg,179KS,233,CR5666,0.0,0.0,0.0,0.0
plate_00668.jpg,211CS,84,21CSE,0.8,0.8,1.0,0.888888888888889
plate_01215.jpg,828GZ,165,28GZ8,0.8,1.0,1.0,1.0
plate_01844.jpg,449GW,271,9GW44,0.6,1.0,1.0,1.0
plate_00756.jpg,330FM,100,330,0.75,1.0,0.5,0.6666666666666666
plate_01517.jpg,499RK,323,499RK,1.0,1.0,1.0,1.0
plate_00886.jpg,889KW,125,89KW,0.8888888888888888,1.0,1.0,1.0
plate_00644.jpg,M252Y,64,BC603,0.0,0.0,0.0,0.0
plate_00994.jpg,110CT,141,11OCT,0.8,0.75,0.75,0.75
plate_01669.jpg,826BW,269,BW826,0.6,1.0,1.0,1.0
plate_00717.jpg,638SN,7,SN638,0.6,1.0,1.0,1.0
plate_01043.jpg,399DV,19,DV399,0.6,1.0,1.0,1.0
plate_01151.jpg,885VV,202,VV885,0.6,1.0,1.0,1.0
plate_00310.jpg,554CC,30,554CC,1.0,1.0,1.0,1.0
plate_01782.jpg,148LN,347,L48LN,0.8,1.0,0.8,0.888888888888889
plate_00039.jpg,733JW,145,J733E,0.6,0.75,0.75,0.75
plate_01629.jpg,905HX,12,ON005,0.4,0.5,0.4,0.4444444444444445
plate_01783.jpg,981CN,246,981CN,1.0,1.0,1.0,1.0
plate_00038.jpg,678DP,362,DP678EEUROTOLEDOKM.0925354910,0.23529411764705882,0.23809523809523808,1.0,0.3846153846153846
plate_01150.jpg,374SY,107,SY.374,0.5454545454545454,0.8333333333333334,1.0,0.9090909090909091
plate_01500.jpg,449XX,171,449XX,1.0,1.0,1.0,1.0
plate_00311.jpg,767BW,304,767BW,1.0,1.0,1.0,1.0
plate_01445.jpg,885DC,61,885DC,1.0,1.0,1.0,1.0
plate_01384.jpg,396GJ,339,396GJ,1.0,1.0,1.0,1.0
plate_01941.jpg,M175Y,191,M175,0.8888888888888888,1.0,0.8,0.888888888888889
plate_01687.jpg,700VJ,6,700VJ,1.0,1.0,1.0,1.0
plate_00215.jpg,344RY,23,384RY,0.8,0.8,1.0,0.888888888888889
plate_01404.jpg,598GC,292,8GC59E,0.5454545454545454,0.8333333333333334,1.0,0.9090909090909091
plate_01146.jpg,510JK,82,10JK,0.8888888888888888,1.0,0.8,0.888888888888889
plate_00405.jpg,606WZ,346,WZA606,0.5454545454545454,0.8,1.0,0.888888888888889
plate_01214.jpg,229LR,288,LR229,0.6,1.0,1.0,1.0
plate_00813.jpg,062CZ,240,062CZ,1.0,1.0,1.0,1.0
plate_01582.jpg,678TP,158,TP678,0.6,1.0,1.0,1.0
plate_00901.jpg,865NN,53,TTS949,0.0,0.0,0.0,0.0
plate_00844.jpg,233HX,321,233HX,1.0,1.0,1.0,1.0
plate_01306.jpg,045XY,106,045XY,1.0,1.0,1.0,1.0
plate_00014.jpg,076YR,287,076YR,1.0,1.0,1.0,1.0
plate_01740.jpg,204SV,198,204SV,1.0,1.0,1.0,1.0
plate_00151.jpg,538FG,357,538FGFOVASA.COM,0.5,0.4166666666666667,1.0,0.5882352941176471
plate_01039.jpg,818LX,315,818LXE,0.9090909090909091,0.8,1.0,0.888888888888889
plate_01275.jpg,644MH,221,MH644E,0.5454545454545454,0.8,1.0,0.888888888888889
plate_00560.jpg,636NT,22,059BF,0.0,0.0,0.0,0.0
plate_00075.jpg,M710P,328,766FN,0.2,0.25,0.2,0.22222222222222224
plate_01234.jpg,142KY,52,KY1.42,0.5454545454545454,0.8333333333333334,1.0,0.9090909090909091
plate_00976.jpg,096NJ,36,NJ09E,0.4,0.8,0.8,0.8000000000000002
plate_01849.jpg,046MT,305,MT604E,0.36363636363636365,0.8333333333333334,1.0,0.9090909090909091
plate_00022.jpg,444PC,353,444PC,1.0,1.0,1.0,1.0
plate_00188.jpg,814GY,153,814GY,1.0,1.0,1.0,1.0
plate_01424.jpg,721LV,32,1LV72,0.6,1.0,1.0,1.0
plate_01832.jpg,736HH,11,736HH,1.0,1.0,1.0,1.0
plate_01648.jpg,576BY,176,BY576,0.6,1.0,1.0,1.0
plate_00798.jpg,211NG,277,211NG,1.0,1.0,1.0,1.0
plate_00327.jpg,064GS,263,GS064L,0.5454545454545454,0.8333333333333334,1.0,0.9090909090909091
plate_01865.jpg,213NY,276,213TNY,0.9090909090909091,0.8333333333333334,1.0,0.9090909090909091
plate_00848.jpg,439FR,259,FR439,0.6,1.0,1.0,1.0
plate_01465.jpg,SG188,200,SG188,1.0,1.0,1.0,1.0
plate_01170.jpg,313WR,359,313ER,0.8,0.75,0.75,0.75
plate_01520.jpg,344GS,210,344GS,1.0,1.0,1.0,1.0
plate_01598.jpg,975PV,264,PV975,0.6,1.0,1.0,1.0
