picture_name,text_true,Unnamed: 0,text_pred,levenshtein_ratio,char_precision,char_recall,char_f1
plate_00808.jpg,046TS,250,046TS,1.0,1.0,1.0,1.0
plate_01433.jpg,912FB,188,,0.0,0.0,0.0,0.0
plate_01063.jpg,044FF,8,,0.0,0.0,0.0,0.0
plate_01576.jpg,M496T,283,ML96E,0.6,0.6,0.6,0.6
plate_00263.jpg,155DW,13,155,0.75,1.0,0.5,0.6666666666666666
plate_00799.jpg,871MC,20,871,0.75,1.0,0.6,0.7499999999999999
plate_01921.jpg,401DW,317,401DW,1.0,1.0,1.0,1.0
plate_00326.jpg,077KS,117,,0.0,0.0,0.0,0.0
plate_01864.jpg,237TF,354,23,0.5714285714285714,1.0,0.4,0.5714285714285715
plate_01425.jpg,237KS,299,KSL2370,0.5,0.7142857142857143,1.0,0.8333333333333333
plate_01560.jpg,710WG,348,WG7T00,0.36363636363636365,0.8,0.8,0.8000000000000002
plate_00166.jpg,470KV,149,,0.0,0.0,0.0,0.0
plate_01720.jpg,545JX,340,,0.0,0.0,0.0,0.0
plate_01665.jpg,048PJ,219,,0.0,0.0,0.0,0.0
plate_00218.jpg,344RY,92,,0.0,0.0,0.0,0.0
plate_00577.jpg,379LM,301,379LM,1.0,1.0,1.0,1.0
plate_01736.jpg,729JM,228,,0.0,0.0,0.0,0.0
plate_00961.jpg,908LM,127,,0.0,0.0,0.0,0.0
plate_01809.jpg,308LP,131,,0.0,0.0,0.0,0.0
plate_00873.jpg,448XT,197,L8XT,0.6666666666666666,0.75,0.75,0.75
plate_01761.jpg,220DP,356,DP0220,0.5454545454545454,1.0,1.0,1.0
plate_00035.jpg,727PP,152,KYL,0.0,0.0,0.0,0.0
plate_00936.jpg,698MM,112,6918MM,0.9090909090909091,0.8,1.0,0.888888888888889
plate_00384.jpg,524YR,119,E524YR,0.9090909090909091,0.8333333333333334,1.0,0.9090909090909091
plate_01829.jpg,220HH,307,,0.0,0.0,0.0,0.0
plate_01653.jpg,373TD,66,3703,0.6666666666666666,0.6666666666666666,0.5,0.5714285714285715
plate_00804.jpg,737RW,25,RW,0.5714285714285714,1.0,0.5,0.6666666666666666
plate_00296.jpg,228DN,90,,0.0,0.0,0.0,0.0
plate_01487.jpg,544PT,273,EPT0524,0.3333333333333333,0.5714285714285714,1.0,0.7272727272727273
plate_00445.jpg,686HF,31,HF,0.5714285714285714,1.0,0.5,0.6666666666666666
plate_00015.jpg,473BW,56,,0.0,0.0,0.0,0.0
plate_01242.jpg,988HG,270,HG,0.5714285714285714,1.0,0.5,0.6666666666666666
plate_01307.jpg,179KS,233,CR,0.0,0.0,0.0,0.0
